variable code,variable name,long code (GHED data explorer),category 1,category 2,unit,currency,Method of measurement (INDICATORS category1),
location,Countries and territories name,-,-,-,-,-,-,
code,Countries and territories ISO3 code ,-,-,-,-,-,-,
region,Region (WHO),-,-,-,-,-,-,
income,Country income group 2021 (World Bank),-,-,-,-,-,-,
year,Year,-,-,-,-,-,-,
dis16_gghed_gge,"Domestic General Government Expenditure on Neglected Tropical Diseases (NTDs), as % of General government expenditure (GGE)",sha11.DIS.1.6_gghe-d,HEALTH EXPENDITURE DATA,DISEASES AND CONDITIONS BY SOURCE,Percentage,-,-,
dis192_gghed_gge,"Domestic General Government Expenditure on Disease from coronavirus SARS-CoV-2 (COVID-19), as % of General government expenditure (GGE)",sha11.DIS.1.9.2_gghe-d,HEALTH EXPENDITURE DATA,DISEASES AND CONDITIONS BY SOURCE,Percentage,-,-,
dis2_gghed_gge,"Domestic General Government Expenditure on Reproductive Health, as % of General government expenditure (GGE)",sha11.DIS.2_gghe-d,HEALTH EXPENDITURE DATA,DISEASES AND CONDITIONS BY SOURCE,Percentage,-,-,
dis21_gghed_gge,"Domestic General Government Expenditure on Maternal Conditions, as % of General government expenditure (GGE)",sha11.DIS.2.1_gghe-d,HEALTH EXPENDITURE DATA,DISEASES AND CONDITIONS BY SOURCE,Percentage,-,-,
dis22_gghed_gge,"Domestic General Government Expenditure on Perinatal Conditions, as % of General government expenditure (GGE)",sha11.DIS.2.2_gghe-d,HEALTH EXPENDITURE DATA,DISEASES AND CONDITIONS BY SOURCE,Percentage,-,-,
dis23_gghed_gge,"Domestic General Government Expenditure on Contraceptive Management (Family Planning), as % of General government expenditure (GGE)",sha11.DIS.2.3_gghe-d,HEALTH EXPENDITURE DATA,DISEASES AND CONDITIONS BY SOURCE,Percentage,-,-,
dis2nec_gghed_gge,"Domestic General Government Expenditure on Unspecified reproductive health conditions (n.e.c.), as % of General government expenditure (GGE)",sha11.DIS.2.nec_gghe-d,HEALTH EXPENDITURE DATA,DISEASES AND CONDITIONS BY SOURCE,Percentage,-,-,
dis3_gghed_gge,"Domestic General Government Expenditure on Nutritional Deficiencies, as % of General government expenditure (GGE)",sha11.DIS.3_gghe-d,HEALTH EXPENDITURE DATA,DISEASES AND CONDITIONS BY SOURCE,Percentage,-,-,
dis4_gghed_gge,"Domestic General Government Expenditure on Noncommunicable Diseases (NCDs), as % of General government expenditure (GGE)",sha11.DIS.4_gghe-d,HEALTH EXPENDITURE DATA,DISEASES AND CONDITIONS BY SOURCE,Percentage,-,-,
dis5_gghed_gge,"Domestic General Government Expenditure on Injuries, as % of General government expenditure (GGE)",sha11.DIS.5_gghe-d,HEALTH EXPENDITURE DATA,DISEASES AND CONDITIONS BY SOURCE,Percentage,-,-,
disnec_gghed_gge,"Domestic General Government Expenditure on other and unspecified Diseases and Conditions (n.e.c.), as % of General government expenditure (GGE)",sha11.DIS.nec_gghe-d,HEALTH EXPENDITURE DATA,DISEASES AND CONDITIONS BY SOURCE,Percentage,-,-,
hccov_gghed_gge,"Domestic General Government Expenditure on special reporting items to track COVID-19 spending within CHE, as % of General government expenditure (GGE)",HC.COV_gghe-d,HEALTH EXPENDITURE DATA,COVID-19 SPECIAL REPORTING ITEMS,Percentage,-,-,
age1_gghed_gge,"Domestic General Government Health Expenditure in the less than five-year-old population (< 5-y), as % of General government expenditure (GGE)",sha11.AGE.1_gghe-d,HEALTH EXPENDITURE DATA,AGE,Percentage,-,-,
hk_gghed_gge,"Capital Health Expenditure (Domestic Public), as % of General government expenditure (GGE)",hk_gghed,HEALTH EXPENDITURE DATA,CAPITAL INVESTMENTS,Percentage,-,-,
fs1_che,"Transfers from government domestic revenue (allocated to health purposes), as % of Current Health Expenditure (CHE)",sha11.FS.1,HEALTH EXPENDITURE DATA,REVENUES,Percentage,-,-,
fs11_che,"Internal transfers and grants, as % of Current Health Expenditure (CHE)",sha11.FS.1.1,HEALTH EXPENDITURE DATA,REVENUES,Percentage,-,-,
fs12_che,"Transfers by government on behalf of specific groups, as % of Current Health Expenditure (CHE)",sha11.FS.1.2,HEALTH EXPENDITURE DATA,REVENUES,Percentage,-,-,
fs13_che,"Subsidies, as % of Current Health Expenditure (CHE)",sha11.FS.1.3,HEALTH EXPENDITURE DATA,REVENUES,Percentage,-,-,
fs14_che,"Other transfers from government domestic revenue, as % of Current Health Expenditure (CHE)",sha11.FS.1.4,HEALTH EXPENDITURE DATA,REVENUES,Percentage,-,-,
fs2_che,"Transfers distributed by government from foreign origin, as % of Current Health Expenditure (CHE)",sha11.FS.2,HEALTH EXPENDITURE DATA,REVENUES,Percentage,-,-,
fs3_che,"Social insurance contributions, as % of Current Health Expenditure (CHE)",sha11.FS.3,HEALTH EXPENDITURE DATA,REVENUES,Percentage,-,-,
fs31_che,"Social insurance contributions from employees, as % of Current Health Expenditure (CHE)",sha11.FS.3.1,HEALTH EXPENDITURE DATA,REVENUES,Percentage,-,-,
fs32_che,"Social insurance contributions from employers, as % of Current Health Expenditure (CHE)",sha11.FS.3.2,HEALTH EXPENDITURE DATA,REVENUES,Percentage,-,-,
fs33_che,"Social insurance contributions from self-employed, as % of Current Health Expenditure (CHE)",sha11.FS.3.3,HEALTH EXPENDITURE DATA,REVENUES,Percentage,-,-,
fs34_che,"Other social insurance contributions, as % of Current Health Expenditure (CHE)",sha11.FS.3.4,HEALTH EXPENDITURE DATA,REVENUES,Percentage,-,-,
fs4_che,"Compulsory prepayment (Other, and unspecified, than FS.3), as % of Current Health Expenditure (CHE)",sha11.FS.4,HEALTH EXPENDITURE DATA,REVENUES,Percentage,-,-,
fs5_che,"Voluntary prepayment, as % of Current Health Expenditure (CHE)",sha11.FS.5,HEALTH EXPENDITURE DATA,REVENUES,Percentage,-,-,
fs6_che,"Other domestic revenues n.e.c., as % of Current Health Expenditure (CHE)",sha11.FS.6,HEALTH EXPENDITURE DATA,REVENUES,Percentage,-,-,
fs61_che,"Other revenues from households n.e.c., as % of Current Health Expenditure (CHE)",sha11.FS.6.1,HEALTH EXPENDITURE DATA,REVENUES,Percentage,-,-,
fs62_che,"Other revenues from corporations n.e.c., as % of Current Health Expenditure (CHE)",sha11.FS.6.2,HEALTH EXPENDITURE DATA,REVENUES,Percentage,-,-,
fs63_che,"Other revenues from NPISH n.e.c., as % of Current Health Expenditure (CHE)",sha11.FS.6.3,HEALTH EXPENDITURE DATA,REVENUES,Percentage,-,-,
fs6nec_che,"Unspecified other domestic revenues (n.e.c.), as % of Current Health Expenditure (CHE)",sha11.FS.6.nec,HEALTH EXPENDITURE DATA,REVENUES,Percentage,-,-,
fs7_che,"Direct foreign transfers, as % of Current Health Expenditure (CHE)",sha11.FS.7,HEALTH EXPENDITURE DATA,REVENUES,Percentage,-,-,
fsnec_che,"Unspecified revenues of health care financing schemes (n.e.c.), as % of Current Health Expenditure (CHE)",sha11.FS.nec,HEALTH EXPENDITURE DATA,REVENUES,Percentage,-,-,
hf1_che,"Government schemes and compulsory contributory health care financing schemes, as % of Current Health Expenditure (CHE)",sha11.HF.1,HEALTH EXPENDITURE DATA,FINANCING SCHEMES,Percentage,-,-,
hf11_che,"Government schemes, as % of Current Health Expenditure (CHE)",sha11.HF.1.1,HEALTH EXPENDITURE DATA,FINANCING SCHEMES,Percentage,-,-,
hf12_che,"Compulsory contributory health insurance schemes, as % of Current Health Expenditure (CHE)",sha11.HF.1.2,HEALTH EXPENDITURE DATA,FINANCING SCHEMES,Percentage,-,-,
hf121_che,"Social health insurance schemes, as % of Current Health Expenditure (CHE)",sha11.HF.1.2.1,HEALTH EXPENDITURE DATA,FINANCING SCHEMES,Percentage,-,-,
hf122_che,"Compulsory private insurance schemes, as % of Current Health Expenditure (CHE)",sha11.HF.1.2.2,HEALTH EXPENDITURE DATA,FINANCING SCHEMES,Percentage,-,-,
hf12nec_che,"Unspecified compulsory contributory health insurance schemes (n.e.c.), as % of Current Health Expenditure (CHE)",sha11.HF.1.2.nec,HEALTH EXPENDITURE DATA,FINANCING SCHEMES,Percentage,-,-,
hf13_che,"Compulsory Medical Saving Accounts (CMSA), as % of Current Health Expenditure (CHE)",sha11.HF.1.3,HEALTH EXPENDITURE DATA,FINANCING SCHEMES,Percentage,-,-,
hf1nec_che,"Unspecified government schemes and compulsory contributory schemes (n.e.c.), as % of Current Health Expenditure (CHE)",sha11.HF.1.nec,HEALTH EXPENDITURE DATA,FINANCING SCHEMES,Percentage,-,-,
hf2_che,"Voluntary health care payment schemes, as % of Current Health Expenditure (CHE)",sha11.HF.2,HEALTH EXPENDITURE DATA,FINANCING SCHEMES,Percentage,-,-,
hf21_che,"Voluntary health insurance schemes, as % of Current Health Expenditure (CHE)",sha11.HF.2.1,HEALTH EXPENDITURE DATA,FINANCING SCHEMES,Percentage,-,-,
hf22_che,"NPISH financing schemes (including development agencies), as % of Current Health Expenditure (CHE)",sha11.HF.2.2,HEALTH EXPENDITURE DATA,FINANCING SCHEMES,Percentage,-,-,
hf23_che,"Enterprise financing schemes, as % of Current Health Expenditure (CHE)",sha11.HF.2.3,HEALTH EXPENDITURE DATA,FINANCING SCHEMES,Percentage,-,-,
hf2nec_che,"Unspecified voluntary health care payment schemes (n.e.c.), as % of Current Health Expenditure (CHE)",sha11.HF.2.nec,HEALTH EXPENDITURE DATA,FINANCING SCHEMES,Percentage,-,-,
hf3_che,"Household out-of-pocket payments (OOPS), as % of Current Health Expenditure (CHE)",sha11.HF.3,HEALTH EXPENDITURE DATA,FINANCING SCHEMES,Percentage,-,-,
hf4_che,"Rest of the world financing schemes (non-resident), as % of Current Health Expenditure (CHE)",sha11.HF.4,HEALTH EXPENDITURE DATA,FINANCING SCHEMES,Percentage,-,-,
hfnec_che,"Unspecified financing schemes (n.e.c.), as % of Current Health Expenditure (CHE)",sha11.HF.nec,HEALTH EXPENDITURE DATA,FINANCING SCHEMES,Percentage,-,-,
hc1_che,"Curative care, as % of Current Health Expenditure (CHE)",sha11.HC.1,HEALTH EXPENDITURE DATA,HEALTH CARE FUNCTIONS,Percentage,-,-,
hc11_che,"Inpatient curative care, as % of Current Health Expenditure (CHE)",sha11.HC.1.1,HEALTH EXPENDITURE DATA,HEALTH CARE FUNCTIONS,Percentage,-,-,
hc12_che,"Day curative care, as % of Current Health Expenditure (CHE)",sha11.HC.1.2,HEALTH EXPENDITURE DATA,HEALTH CARE FUNCTIONS,Percentage,-,-,
hc13_che,"Outpatient curative care, as % of Current Health Expenditure (CHE)",sha11.HC.1.3,HEALTH EXPENDITURE DATA,HEALTH CARE FUNCTIONS,Percentage,-,-,
hc131_che,"General outpatient curative care, as % of Current Health Expenditure (CHE)",sha11.HC.1.3.1,HEALTH EXPENDITURE DATA,HEALTH CARE FUNCTIONS,Percentage,-,-,
hc132_che,"Dental outpatient curative care, as % of Current Health Expenditure (CHE)",sha11.HC.1.3.2,HEALTH EXPENDITURE DATA,HEALTH CARE FUNCTIONS,Percentage,-,-,
hc133_che,"Specialised outpatient curative care, as % of Current Health Expenditure (CHE)",sha11.HC.1.3.3,HEALTH EXPENDITURE DATA,HEALTH CARE FUNCTIONS,Percentage,-,-,
hc139_che,"Other outpatient curative care (specialized paramedical outpatient curative care), as % of Current Health Expenditure (CHE)",sha11.HC.1.3.9,HEALTH EXPENDITURE DATA,HEALTH CARE FUNCTIONS,Percentage,-,-,
hc13nec_che,"Unspecified outpatient curative care (n.e.c.), as % of Current Health Expenditure (CHE)",sha11.HC.1.3.nec,HEALTH EXPENDITURE DATA,HEALTH CARE FUNCTIONS,Percentage,-,-,
hc14_che,"Home-based curative care, as % of Current Health Expenditure (CHE)",sha11.HC.1.4,HEALTH EXPENDITURE DATA,HEALTH CARE FUNCTIONS,Percentage,-,-,
hc1nec_che,"Unspecified curative care (n.e.c.), as % of Current Health Expenditure (CHE)",sha11.HC.1.nec,HEALTH EXPENDITURE DATA,HEALTH CARE FUNCTIONS,Percentage,-,-,
hc2_che,"Rehabilitative care, as % of Current Health Expenditure (CHE)",sha11.HC.2,HEALTH EXPENDITURE DATA,HEALTH CARE FUNCTIONS,Percentage,-,-,
hc21_che,"Inpatient rehabilitative care, as % of Current Health Expenditure (CHE)",sha11.HC.2.1,HEALTH EXPENDITURE DATA,HEALTH CARE FUNCTIONS,Percentage,-,-,
hc22_che,"Day rehabilitative care, as % of Current Health Expenditure (CHE)",sha11.HC.2.2,HEALTH EXPENDITURE DATA,HEALTH CARE FUNCTIONS,Percentage,-,-,
hc23_che,"Outpatient rehabilitative care, as % of Current Health Expenditure (CHE)",sha11.HC.2.3,HEALTH EXPENDITURE DATA,HEALTH CARE FUNCTIONS,Percentage,-,-,
hc24_che,"Home-based rehabilitative care, as % of Current Health Expenditure (CHE)",sha11.HC.2.4,HEALTH EXPENDITURE DATA,HEALTH CARE FUNCTIONS,Percentage,-,-,
hc2nec_che,"Unspecified rehabilitative care (n.e.c.), as % of Current Health Expenditure (CHE)",sha11.HC.2.nec,HEALTH EXPENDITURE DATA,HEALTH CARE FUNCTIONS,Percentage,-,-,
hc3_che,"Long-term care (health), as % of Current Health Expenditure (CHE)",sha11.HC.3,HEALTH EXPENDITURE DATA,HEALTH CARE FUNCTIONS,Percentage,-,-,
hc31_che,"Inpatient long-term care (health), as % of Current Health Expenditure (CHE)",sha11.HC.3.1,HEALTH EXPENDITURE DATA,HEALTH CARE FUNCTIONS,Percentage,-,-,
hc32_che,"Day long-term care (health), as % of Current Health Expenditure (CHE)",sha11.HC.3.2,HEALTH EXPENDITURE DATA,HEALTH CARE FUNCTIONS,Percentage,-,-,
hc33_che,"Outpatient long-term care (health), as % of Current Health Expenditure (CHE)",sha11.HC.3.3,HEALTH EXPENDITURE DATA,HEALTH CARE FUNCTIONS,Percentage,-,-,
hc34_che,"Home-based long-term care (health), as % of Current Health Expenditure (CHE)",sha11.HC.3.4,HEALTH EXPENDITURE DATA,HEALTH CARE FUNCTIONS,Percentage,-,-,
hc3nec_che,"Unspecified long-term care (n.e.c.), as % of Current Health Expenditure (CHE)",sha11.HC.3.nec,HEALTH EXPENDITURE DATA,HEALTH CARE FUNCTIONS,Percentage,-,-,
hc4_che,"Ancillary services (non-specified by function), as % of Current Health Expenditure (CHE)",sha11.HC.4,HEALTH EXPENDITURE DATA,HEALTH CARE FUNCTIONS,Percentage,-,-,
hc41_che,"Laboratory services, as % of Current Health Expenditure (CHE)",sha11.HC.4.1,HEALTH EXPENDITURE DATA,HEALTH CARE FUNCTIONS,Percentage,-,-,
hc42_che,"Imaging services, as % of Current Health Expenditure (CHE)",sha11.HC.4.2,HEALTH EXPENDITURE DATA,HEALTH CARE FUNCTIONS,Percentage,-,-,
hc43_che,"Patient transportation, as % of Current Health Expenditure (CHE)",sha11.HC.4.3,HEALTH EXPENDITURE DATA,HEALTH CARE FUNCTIONS,Percentage,-,-,
hc4nec_che,"Unspecified ancillary services (n.e.c.), as % of Current Health Expenditure (CHE)",sha11.HC.4.nec,HEALTH EXPENDITURE DATA,HEALTH CARE FUNCTIONS,Percentage,-,-,
hc5_che,"Medical goods (non-specified by function), as % of Current Health Expenditure (CHE)",sha11.HC.5,HEALTH EXPENDITURE DATA,HEALTH CARE FUNCTIONS,Percentage,-,-,
hc51_che,"Pharmaceuticals and Other medical durable goods, as % of Current Health Expenditure (CHE)",sha11.HC.5.1,HEALTH EXPENDITURE DATA,HEALTH CARE FUNCTIONS,Percentage,-,-,
hc511_che,"Prescribed medicines, as % of Current Health Expenditure (CHE)",sha11.HC.5.1.1,HEALTH EXPENDITURE DATA,HEALTH CARE FUNCTIONS,Percentage,-,-,
hc512_che,"Over-the-counter medicines, as % of Current Health Expenditure (CHE)",sha11.HC.5.1.2,HEALTH EXPENDITURE DATA,HEALTH CARE FUNCTIONS,Percentage,-,-,
hc513_che,"Other medical non-durable goods, as % of Current Health Expenditure (CHE)",sha11.HC.5.1.3,HEALTH EXPENDITURE DATA,HEALTH CARE FUNCTIONS,Percentage,-,-,
hc52_che,"Therapeutic appliances and Other medical goods, as % of Current Health Expenditure (CHE)",sha11.HC.5.2,HEALTH EXPENDITURE DATA,HEALTH CARE FUNCTIONS,Percentage,-,-,
hc5nec_che,"Unspecified medical goods (n.e.c.), as % of Current Health Expenditure (CHE)",sha11.HC.5.nec,HEALTH EXPENDITURE DATA,HEALTH CARE FUNCTIONS,Percentage,-,-,
hc6_che,"Preventive care, as % of Current Health Expenditure (CHE)",sha11.HC.6,HEALTH EXPENDITURE DATA,HEALTH CARE FUNCTIONS,Percentage,-,-,
hc61_che,"Information, education and counseling (IEC) programmes, as % of Current Health Expenditure (CHE)",sha11.HC.6.1,HEALTH EXPENDITURE DATA,HEALTH CARE FUNCTIONS,Percentage,-,-,
hc63_che,"Early disease detection programmes, as % of Current Health Expenditure (CHE)",sha11.HC.6.3,HEALTH EXPENDITURE DATA,HEALTH CARE FUNCTIONS,Percentage,-,-,
hc64_che,"Healthy condition monitoring programmes, as % of Current Health Expenditure (CHE)",sha11.HC.6.4,HEALTH EXPENDITURE DATA,HEALTH CARE FUNCTIONS,Percentage,-,-,
hc65_che,"Epidemiological surveillance and risk and disease control programmes, as % of Current Health Expenditure (CHE)",sha11.HC.6.5,HEALTH EXPENDITURE DATA,HEALTH CARE FUNCTIONS,Percentage,-,-,
